Job Title,Company Name,Location,Sector
Data Engineer,"CrowdRise
4.5","San Diego, CA",Information Technology
Technical Applications Scientist,"Illumina
3.9","San Diego, CA",Biotech & Pharmaceuticals
Data Scientist,"Booz Allen Hamilton Inc.
3.8","San Diego, CA",Business Services
Research Scientist,"Lilly
3.7","San Diego, CA",Biotech & Pharmaceuticals
Scientist,"Sorrento Therapeutics
2.9","San Diego, CA",-1
"Research Scientist, Structural Biologist - CryoEM Data Analyst","Vertex Pharmaceuticals
3.3","San Diego, CA",Biotech & Pharmaceuticals
Scientist,"Synectics Inc.
3.3","San Diego, CA",Business Services
Data Analyst,"Seer Interactive
3.9","San Diego, CA",Information Technology
Data Scientist,"Central Business Solutions, Inc
3.0","San Diego, CA",Business Services
DATA SCIENCE INTERNSHIP,Atlas General Insurance Svcs,"San Diego, CA",-1
Clinical Data Scientist,"Pfizer
4.1","La Jolla, CA",Biotech & Pharmaceuticals
Senior Data Scientist,"ResMed
4.1","San Diego, CA",Biotech & Pharmaceuticals
Data Analyst,"Cue
4.2","San Diego, CA",Biotech & Pharmaceuticals
Data Scientist,"ICW Group
3.3","San Diego, CA",Insurance
Data Engineer,"Mercato
3.9","San Diego, CA",-1
Data Analyst,"Conflux Systems Inc.
4.5","San Diego, CA",Accounting & Legal
Data Scientist & Data Engineer,Decipher Biosciences,"San Diego, CA",-1
Development Scientist I,"Integrated Resources
3.1","Chula Vista, CA",Business Services
Data Scientist,"APN Software Services Inc.
4.1","San Diego, CA",Information Technology
Associate Measurement Data Analyst EC,"San Diego Gas & Electric
3.6","San Diego, CA","Oil, Gas, Energy & Utilities"
Scientist,"Abbott
2.8","San Diego, CA",Biotech & Pharmaceuticals
Scientist,"Abbott Laboratories
3.6","San Diego, CA",Health Care
Research Data Analyst,"UC San Diego
4.3","San Diego, CA",Education
Associate Scientist,One,"San Diego, CA",Business Services
Production Scientist,"Cue
4.2","San Diego, CA",Biotech & Pharmaceuticals
Graduate - Data Science for Ocean of Things (DARPA),"SDSU Research Foundation
4.2","San Diego, CA",Non-Profit
Sr. Applied Scientist,"Amazon
3.9","San Diego, CA",Information Technology
Data Science Specialist,"ICW Group
3.3","San Diego, CA",Insurance
Scientist,"ASK Staffing, Inc.
4.3","San Diego, CA",Business Services
Scientist,"General Atomics and Affiliated Companies
3.7","San Diego, CA",Aerospace & Defense
Marketing Return Analytics Manager,"HP Inc.
4.1","San Diego, CA",Information Technology
Applied Scientist,"Amazon
3.9","San Diego, CA",Information Technology
Research Data Analyst,"University of California - San Diego Medical Centers
3.6","San Diego, CA",Health Care
Data Analyst,"Encore Capital Group
3.2","San Diego, CA",Finance
"Principal Scientist, Analytical Chemistry","Neurocrine Biosciences
4.3","San Diego, CA",Biotech & Pharmaceuticals
Research Scientist,"The Scripps Research Institute
4.0","La Jolla, CA",Business Services
JC2001: Research Scientist: Protein chemistry,"ProSci Inc.
2.3","Poway, CA",Biotech & Pharmaceuticals
Research Scientist,Carma Search,"San Diego, CA",-1
Data Analyst,"Client Solution Architects
3.4","San Diego, CA",Aerospace & Defense
Physical Scientist,"US Department of Energy
3.6","San Diego, CA",Government
Sr. Scientist,One,"San Diego, CA",Business Services
Research Scientist,Lilly Pharmaceuticals,"San Diego, CA",-1
Junior Data Analyst,"Staffigo Technical Services, LLC
5.0","San Diego, CA",Information Technology
Research Assistant / Associate Scientist,Phanes Therapeutics Inc,"San Diego, CA",-1
Senior Data Scientist,"VIA Technical
4.0","San Diego, CA",Business Services
Research Scientist,"immunoSCAPE, Inc.","San Diego, CA",-1
Business Intelligence Analyst,"Procede Software
3.4","San Diego, CA",Information Technology
Scientist-Web Developer,"Lilly
3.7","San Diego, CA",Biotech & Pharmaceuticals
"7232 Data Engineer (Analyst/Programmer - Career), Information Technology DevOps","California State University
4.1","San Diego, CA",Education
"Data Engineer, Amazon Games","Amazon
3.9","San Diego, CA",Information Technology
Staff/ Sr.Staff Scientist - Assay On Market Support And Development,"Illumina
3.9","San Diego, CA",Biotech & Pharmaceuticals
Clinical Laboratory Scientist Data Review,"Millennium Health
3.0","San Diego, CA",Biotech & Pharmaceuticals
Data Engineer,"Kaygen Inc
3.9","San Diego, CA",Business Services
Scientist,"WuXi AppTec
2.6","San Diego, CA",Biotech & Pharmaceuticals
Scientist Web Developer,"Eli Lilly and Company
3.7","San Diego, CA",Biotech & Pharmaceuticals
Senior Data Scientist,"Park Computer Systems INC
3.9","San Diego, CA",Business Services
Data Analyst,"22nd Century Technologies
3.7","San Diego, CA",Information Technology
System Performance Modeling Engineer,"Qualcomm Incorporated
4.0","San Diego, CA",Information Technology
Senior Data Analyst,"Illumina
3.9","San Diego, CA",Biotech & Pharmaceuticals
Associate Scientist,"BioPhase Solutions
4.9","San Diego, CA",Biotech & Pharmaceuticals
"Business Intelligence Analyst I, Decision Support Services","Sharp HealthCare
4.0","San Diego, CA",Health Care
CRISPR Scientist,"Cardea
3.8","San Diego, CA",-1
Lead Data Scientist,"ResMed
4.1","San Diego, CA",Biotech & Pharmaceuticals
Data Analyst,"ProMedia
4.4","San Diego, CA",Business Services
Power & Performance Data Engineer,"Apple
4.1","San Diego, CA",Information Technology
Scientist (Translational Development),"Kelly
3.4","San Diego, CA",Business Services
Bioanalytical Scientist,"BioPhase Solutions
4.9","San Diego, CA",Biotech & Pharmaceuticals
Research Scientist-Protein Biochemistry,"Eli Lilly And Company
3.7","San Diego, CA",Biotech & Pharmaceuticals
RESEARCH SCIENTIST,"BTS Research
1.5","San Diego, CA",Biotech & Pharmaceuticals
Business Intelligence Analyst,"SmartDrive Systems
3.3","San Diego, CA",Information Technology
Sr Staff Scientist,"Dexcom
3.5","San Diego, CA",Biotech & Pharmaceuticals
"Scientist, In Vivo Pharmacology","BioPhase Solutions
4.9","San Diego, CA",Biotech & Pharmaceuticals
Data Engineer,"Itility
4.0","San Diego, CA",Information Technology
"Scientist, DMPK","Vividion Therapeutics
5.0","San Diego, CA",Biotech & Pharmaceuticals
Aquatic Scientist,"Wood
3.4","San Diego, CA","Oil, Gas, Energy & Utilities"
"Data Scientist 2 (Tableau - Statistics (IT Portfolio), Predictive Analysis & Visualization)","PSI Pax
4.1","San Diego, CA",Information Technology
"Scientist, GPCR Molecular and Cellular Pharmacology - La Jolla","J&J Family of Companies
4.0","San Diego, CA",Biotech & Pharmaceuticals
Sr. Data Scientist,"Xoriant Corporation
3.6","San Diego, CA",Information Technology
"Data Scientist, Senior","Booz Allen Hamilton Inc.
3.8","San Diego, CA",Business Services
Research Scientist-Computational Chemist,"Eli Lilly And Company
3.7","San Diego, CA",Biotech & Pharmaceuticals
QC Scientist,"BioPhase Solutions
4.9","San Diego, CA",Biotech & Pharmaceuticals
Video Codec Scientist,"Kuaishou Technology
4.6","San Diego, CA",Information Technology
Sr. Data Scientist,"VIA Technical
4.0","San Diego, CA",Business Services
QC Associate Scientist,"BioDuro
3.2","San Diego, CA",Biotech & Pharmaceuticals
"Scientist, Histology","Arrowhead Pharmaceuticals
3.5","San Diego, CA",Biotech & Pharmaceuticals
Analytical/QC Scientist,LATITUDE Pharmaceuticals,"San Diego, CA",Biotech & Pharmaceuticals
Senior Consulting Data Analyst,"Kaiser Permanente
4.0","San Diego, CA",Health Care
Research Scientist-Medicinal Chemistry,"Lilly
3.7","San Diego, CA",Biotech & Pharmaceuticals
Data Analyst,"Staffigo Technical Services, LLC
5.0","San Diego, CA",Information Technology
Jr. Big Data Engineer,"Enhance IT
2.7","San Diego, CA",-1
Business Data Analyst (SQL / Tableau),"Sayva Solutions
4.8","San Diego, CA",Business Services
Data Analyst,"Tandem Diabetes Care
3.6","San Diego, CA",Manufacturing
Data Engineer,"StepStone
3.8","La Jolla, CA",Business Services
Senior Scientist (REPOSTED 07/13/2020),"Encodia, Inc.","San Diego, CA",-1
Senior Data Analyst,"Epsilon
3.4","San Diego, CA",Business Services
COMPUTER SCIENTIST,"U.S. Navy
3.8","San Diego, CA",Government
Business Intelligence Analyst,"DFO Global Performance Commerce Limited
4.5","San Diego, CA",Business Services
Data Analyst,Operation Samahan Health Clinic,"National City, CA",-1
Computer Scientist,"Peraton Corporation
3.5","San Diego, CA",Aerospace & Defense
Data Engineer,"SmartDrive Systems
3.3","San Diego, CA",Information Technology
Data Analyst - VerityStream,"HealthStream
3.0","San Diego, CA",Education
Research Scientist,Expesicor,"San Diego, CA",-1
Research Scientist-Structural Biology,"Lilly
3.7","San Diego, CA",Biotech & Pharmaceuticals
"Data Scientist 2 (Tableau Statistics (IT Portfolio), Predictive Analysis & Visualization)","PSI Pax
4.1","San Diego, CA",Information Technology
Machine Learning Engineer,"SVK Technology Solutions Inc
5.0","San Diego, CA",-1
Data Engineer-SQL-PLSQL-HANA,"ServiceNow, Inc.
3.7","San Diego, CA",Information Technology
"Scientist, Discover Biology","Kelly
3.4","San Diego, CA",Business Services
Data Engineer,"Logic Planet
3.1","San Diego, CA",Information Technology
Clinical Laboratory Scientist - Data Review,"Millennium Health
3.0","San Diego, CA",Biotech & Pharmaceuticals
"Scientist/Associate Scientist, Translational Science","Fate Therapeutics
4.2","San Diego, CA",Accounting & Legal
Bioinformatics Scientist - Cancer Biology/Genomics,Bluestar Genomics,"San Diego, CA",-1
"Scientist / Associate Scientist, Translational Science","Fate Therapeutics, Inc.
4.2","San Diego, CA",Accounting & Legal
Bioinformatics Scientist,"BioPhase Solutions
4.9","San Diego, CA",Biotech & Pharmaceuticals
"Assistant, Associate, or Full Research Scientist (FY 19-20)","UC San Diego
4.3","San Diego, CA",Education
Data Engineer,"HFE, Inc
5.0","San Diego, CA",-1
Analytical Development Associate Scientist,"BioDuro
3.2","San Diego, CA",Biotech & Pharmaceuticals
"Director, Data Partnering, Informatics and Predictive Sciences – Enterprise Information Management","Bristol-Myers Squibb
3.8","San Diego, CA",Biotech & Pharmaceuticals
Automotive eCommerce Data Analyst - Remote,"Web Shop Manager
4.2","San Diego, CA",Information Technology
Cybersecurity Engineer - Analytics and Data Science,"MITRE
3.2","San Diego, CA",Government
Computer Research Scientist,"TuSimple
3.6","San Diego, CA",Information Technology
Data Engineer,"CYNET SYSTEMS
4.0","San Diego, CA",Information Technology
Data Engineer SQL-PLSQL-HANA,"ServiceNow
3.7","San Diego, CA",Information Technology
Bioinformatics Scientist,"Monoceros Biosystems, LLC","San Diego, CA",-1
Senior Machine Learning Engineer,"Shield AI
4.8","San Diego, CA",Information Technology
"Principal Scientist, Early Development Predictive Sciences, Oncology","Bristol-Myers Squibb
3.8","San Diego, CA",Biotech & Pharmaceuticals
Data Engineer,"Curemetrix
4.0","San Diego, CA",-1
Molecular Researcher and Data Analyst,"UC San Diego
4.3","San Diego, CA",Education
(CLS) Clinical Lab Scientist - Microbiology,"UC San Diego
4.3","San Diego, CA",Education
Data Analyst III,"Potomac Management
3.5","San Diego, CA",-1
Scientist - Cell Culture Development,"Sorrento Therapeutics
2.9","San Diego, CA",-1
"Data Scientist 3 (Tableau - Statistics (Fleet Readiness), Tableau - Statistics (IT Portfolio), Predi","PSI Pax
4.1","San Diego, CA",Information Technology
Data Engineer,"Axos Bank
3.4","San Diego, CA",Finance
"Data Analyst 3 (San Diego or Atlanta, GA)","BD
3.6","San Diego, CA",Manufacturing
Data & Business Intelligence Analyst,"The Rock Church
5.0","San Diego, CA",-1
Downstream Scientist,"BioPhase Solutions
4.9","San Diego, CA",Biotech & Pharmaceuticals
Scientist - Ophthalmology,"Absorption Systems
3.1","San Diego, CA",Biotech & Pharmaceuticals
Data Engineer and Visualization Developer,"IDC Technologies
3.8","San Diego, CA",Information Technology
"Principal Scientist, Machine Learning","Bristol-Myers Squibb
3.8","San Diego, CA",Biotech & Pharmaceuticals
#105054 (CLS) Clinical Lab Scientist - Microbiology,"UC San Diego
4.3","San Diego, CA",Education
"Temporary Research Scientist, Medicinal Chemistry",Vertex Pharmaceuticals Inc (US),"San Diego, CA",-1
Senior Bioprocess Scientist - Fermentation,Pave Talent,"San Diego, CA",-1
Bioinformatics Scientist,Element Biosciences,"San Diego, CA",-1
"Data Labelling, Data Science, Data Curation, and Software QA Role","FaceTec, Inc.","San Diego, CA",Information Technology
EUV Staff Systems Scientist,"ASML
3.6","San Diego, CA",Manufacturing
Sr. Data Analyst,"Housecall Pro
4.6","San Diego, CA",Information Technology
Fleet Optimization Data Analyst (Solar + Storage),"Stem
3.2","San Diego, CA","Oil, Gas, Energy & Utilities"
"Scientist, In vivo","Cypress HCM
4.9","San Diego, CA",Business Services
SWRMC Assessments Junior Data Analyst,"Amentum
3.4","San Diego, CA",-1
"Scientist, Sequencing Biochemistry",Element Biosciences,"San Diego, CA",-1
"Scientist, Discovery Toxicology","Neurocrine Biosciences
4.3","San Diego, CA",Biotech & Pharmaceuticals
Sr. Research Scientist II (AD),EPM Scientific,"San Diego, CA",Business Services
Temporary Lecture - Data Science Program,"UC San Diego
4.3","San Diego, CA",Education
"Scientist/Associate Scientist, Process Development","Fate Therapeutics
4.2","San Diego, CA",Accounting & Legal
Jr. Data Engineer,"CliniComp, Intl.
3.8","San Diego, CA",Information Technology
"Research Scientist, Medicinal Chemistry","Bristol-Myers Squibb
3.8","San Diego, CA",Biotech & Pharmaceuticals
Clinical Research Data Manager,"University of Southern California
4.2","San Diego, CA",Education
Senior Scientist - Computational Biology,"Leidos
3.5","San Diego, CA",Aerospace & Defense
Deep Learning Research Scientist / Engineer (Deep Learning & Algorithms),"Samsung Semiconductor, Inc.
3.4","San Diego, CA",Information Technology
Systems Analyst - Data Integration and ETL process,"Kelly
3.4","San Diego, CA",Business Services
"Scientist, Cellular Reprogramming and Engineering","Fate Therapeutics, Inc.
4.2","San Diego, CA",Accounting & Legal
Big Data Engineer,"Inseego
3.8","San Diego, CA",Telecommunications
Machine Learning Engineer with DevOps(Expertise in CI/CD & Python Programming),"SVK Technology Solutions
5.0","San Diego, CA",-1
"Scientist, Oncology","BioDuro
3.2","San Diego, CA",Biotech & Pharmaceuticals
"Sr. Scientist, DMPK","Neurocrine Biosciences
4.3","San Diego, CA",Biotech & Pharmaceuticals
Bioinformatics Scientist,Eclipse BioInnovations,"San Diego, CA",-1
"Lead Scientist, Neurobiology (m/f/d)",ATAI Life Sciences AG,"San Diego, CA",Biotech & Pharmaceuticals
"Scientist, CAR-T","Sorrento Therapeutics
2.9","San Diego, CA",-1
"Director, Data Sciences, Non Clinical Safety","J&J Family of Companies
4.0","La Jolla, CA",Biotech & Pharmaceuticals
"Associate Scientist, In Vivo Pharmacology","Fate Therapeutics, Inc.
4.2","San Diego, CA",Accounting & Legal
Lead Healthcare/Claims Data Scientist,"Kforce
4.1","San Diego, CA",Business Services
Data Integration Architect,"Sunrise Systems, Inc.
3.7","San Diego, CA",Information Technology
Research Scientist - Perovskite Solar Cell,"NanoSD, Inc.","San Diego, CA",-1
Product Development Scientist - Cell Analysis,"BioLegend
2.9","San Diego, CA",Biotech & Pharmaceuticals
Senior Data Analyst,"Axos Bank
3.4","San Diego, CA",Finance
Senior Scientist (Molecular Dx Dermatology,"Simply Biotech
4.8","San Diego, CA",-1
Sr Data Engineer (DBA),"Dexcom
3.5","San Diego, CA",Biotech & Pharmaceuticals
"Senior Scientist, ADME",Turning Point Therapeutics,"San Diego, CA",-1
"Temporary Research Scientist, Medicinal Chemistry","Vertex Pharmaceuticals
3.3","San Diego, CA",Biotech & Pharmaceuticals
Data Analyst IV,"Potomac Management
3.5","San Diego, CA",-1
Data Engineer II,"American Specialty Health Incorporated
2.9","San Diego, CA",Health Care
Sr Data Engineer-Supply Chain,"Dexcom
3.5","San Diego, CA",Biotech & Pharmaceuticals
Research Scientist — Video Coding Standards,"ByteDance
3.8","San Diego, CA",Information Technology
"Director, Safety Scientist: 2020",Mirati Therapeutics Inc,"San Diego, CA",-1
Molecular Researcher and Data Analyst,"University of California - San Diego Medical Centers
3.6","San Diego, CA",Health Care
"Scientist, Stability Coordination","Neurocrine Biosciences
4.3","San Diego, CA",Biotech & Pharmaceuticals
Lead Data Engineer/Architect,"Housecall Pro
4.6","San Diego, CA",Information Technology
Deep Learning Research Scientist / Engineer (Deep Learning Algorithms),"Samsung Electronics America
2.9","San Diego, CA",Information Technology
Sr. Data Analytics consultant,"Rose International
4.5","San Diego, CA",Business Services
"Data Analyst 3 (San Diego or Atlanta, GA)","BD (Becton, Dickinson and Company)
4.0","San Diego, CA",-1
"Sr Scientist, Protein Chemistry",Mirati Therapeutics Inc,"San Diego, CA",-1
IS Data Architect,"Quidel Corporation
2.6","San Diego, CA",Biotech & Pharmaceuticals
Scientist - Bioanalytical Assays,"BioPhase Solutions
4.9","La Jolla, CA",Biotech & Pharmaceuticals
HPC Systems and Data Engineer,"University of California
4.2","San Diego, CA",Education
"Associate Scientist, Analytical Chemistry","BioPhase Solutions
4.9","San Diego, CA",Biotech & Pharmaceuticals
